2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,2.49,4.66,8.31,13.21,18.06,22.66,29.01,36.41,43.96,50.46,57.57,64.06,70.79,77.3,87.63,96.09,105.95,114.38,122.71,133.3,140.89,148.95,158.56,168.15,176.59,185.4,194.8,204.29,212.98,222.23,232,244.74,255.94,266.53,278.33,289.19,301.46,311.33,321.66,331,342.53,352.63,364.94,373.27,386.24,395.46,405.27,417.47
